StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q2,Q3,Q91,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q76,Q12,Q13,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,NetID,FirstName,LastName,PrimaryAffiliation,FullEmailAddress,NetIDEmail
2024-07-09 11:25:13,2024-07-09 11:25:13,Survey Test,,100,0,True,2024-07-09 11:25:13,R_9AoYvBnbynV9TcW,,,,,,,test,,curabitur,phasellus,sollicitudin,dignissim,"Tempus, eu",Viverr,Senior,Pratt,Computational Media,"Gender Sexuality and Feminist Studies,Global Health",Health Policy,"Chicago IL,Nashville TN,Baltimore MD","Arts / Creative Industries,Transportation and logistics","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Gaming,Volunteering,Performing Arts","Academic success and study skills,Personal growth and self-improvement",Hispanic or Latinx,Dance Team,Prefer not to answer,No,No,3,6,2,6,4,9,10,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:13,2024-07-09 11:25:13,Survey Test,,100,0,True,2024-07-09 11:25:13,R_6i2lcBnE0JbaoGq,,,,,,,test,,suspendisse,vestibulum,porttitor,tincidunt,Tempora fa,Conval,Senior,Pratt,Earth and Climate Sciences,"Finance,Philosophy","East Asian Studies,Human Rights,Latin American Studies","I don't know/Skip this question,Washington DC,China","Medical,Pharmaceutical","JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),MEM (Master of Environmental Management),MSW (Master of Social Work)","Cooking/Baking,Athletics/Playing Sports","Career exploration and decision-making,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","Greek Life (IFC/Panhel),Dance Team,Selective Living Groups (SLG)",No,Yes,No,2,0,5,0,8,8,8,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:14,2024-07-09 11:25:14,Survey Test,,100,0,True,2024-07-09 11:25:14,R_bEjkv87cBYkuaBU,,,,,,,test,,pellentesque,venenatis,venenatis,sollicitudin,Natoque ma,Intege,Sophomore,Pratt,"Art History and Visual Arts,Linguistics,Linguistics and Computer Science","Dance,Finance","None,Aerospace Engineering,Innovation and Entrepreneurship",Northern California,"Technology / Software / IT,Nursing,Politics / Government and public sector","None / Not listed,JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Visual Arts/Crafts,Watching Sports,Time with Friends","Career exploration and decision-making,Networking and professional connections,Work-life balance and time management",Black or African-American,"NPHC (African American Greek letter organizations),Selective Living Groups (SLG)",Prefer not to answer,No preference,Yes,9,6,10,6,7,8,3,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:14,2024-07-09 11:25:14,Survey Test,,100,0,True,2024-07-09 11:25:14,R_ekEx5p4rNOCKIGq,,,,,,,test,,temporibus,sollicitudin,suspendisse,convallis,Culpa vest,Nibh e,Junior,Trinity,"Economics,Visual Arts",Cultural Anthropology,"Information Science and Information Studies,Islamic Studies",Atlanta GA,Marketing / Advertising,MEng (Master of Engineering),"Cooking/Baking,Athletics/Playing Sports",Career exploration and decision-making,"Other,Prefer not to answer",Greek Life (IFC/Panhel),No,Yes,No,1,6,6,10,10,9,10,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:14,2024-07-09 11:25:14,Survey Test,,100,0,True,2024-07-09 11:25:15,R_9GIzzix130C7P94,,,,,,,test,,phasellus,porttitor,consequat,tincidunt,Placerat r,Maecen,Junior,Pratt,Computational Media,Electrical and Computer Engineering,"Digital Intelligence,East Asian Studies",Atlanta GA,"Marketing / Advertising,STEM,Architecture and Design","None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MS (Master of Science),Psy.D (Doctor of Psychology),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Volunteering,Movies/TV,Time with Friends","Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management","Black or African-American,White,Other",Greek Life (IFC/Panhel),Yes,No,No,8,4,6,9,7,5,7,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:15,2024-07-09 11:25:15,Survey Test,,100,0,True,2024-07-09 11:25:15,R_8faS29Qahn83KES,,,,,,,test,,convallis,facilisis,fermentum,ridiculus,Dictumst n,Lectus,Junior,Trinity,"Computational Media,Marine Science and Conservation,Theater Studies","Earth and Climate Sciences,Machine Learning and Artificial Intelligence,Medical Sociology","None,Human Rights,Markets and Management",Baltimore MD,"Pharmaceutical,Religion","None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Gardening,Emotional support,"Black or African-American,Middle Eastern,Native American or American Indian,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel)",No,Yes,Yes,10,6,5,4,3,5,1,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:15,2024-07-09 11:25:15,Survey Test,,100,0,True,2024-07-09 11:25:15,R_9uZ27uR13lWRHJY,,,,,,,test,,porttitor,consectetuer,consectetuer,dignissim,Odio gravi,Quam t,Senior,Trinity,"Computational Media,Interdisciplinary Engineering and Applied Sciences (IDEAS)",Energy Engineering,"East Asian Studies,Latinx Studies in the Global South","Atlanta GA,Miami/Central Florida/Tampa Bay,Richmond VA",STEM,"MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration)",Volunteering,"Skill development in a specific field,Academic success and study skills","Hispanic or Latinx,Native American or American Indian,White,Other","Dance Team,Selective Living Groups (SLG)",Prefer not to answer,Yes,Yes,4,9,2,6,6,1,4,4,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:15,2024-07-09 11:25:15,Survey Test,,100,0,True,2024-07-09 11:25:16,R_8e8yjSoPE5ZHqHY,,,,,,,test,,fermentum,consectetuer,scelerisque,vulputate,Pretium co,Auctor,Senior,Pratt,Environmental Sciences and Policy,"French Studies,Latin,Russian Culture and Language","Child Policy Research,Information Science and Information Studies,Sustainability Engagement","Houston/Dallas/Austin,Baltimore MD","Biotechnology,Research and Development","MBA (Masters of Business Administration),MS (Master of Science)","Fashion,Gaming","Career exploration and decision-making,Networking and professional connections","Asian or Pacific islander,Black or African-American,Native American or American Indian","Multicultural Greek Council (MGC),Dance Team,Selective Living Groups (SLG)",No,No preference,No,7,5,7,5,6,5,1,0,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:16,2024-07-09 11:25:16,Survey Test,,100,0,True,2024-07-09 11:25:16,R_2371q0AFirJ3ROu,,,,,,,test,,sollicitudin,facilisis,consequat,convallis,"Malesuada ",Accusa,Senior,Trinity,"Theater Studies,Undecided","Asian and Middle Eastern Studies,Dance",Markets and Management,New York City/Tri-State area,"STEM,Accounting","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Performing Arts,Emotional support,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,Other,Prefer not to answer","Multicultural Greek Council (MGC),Greek Life (IFC/Panhel)",Prefer not to answer,Yes,Yes,9,9,3,1,0,6,1,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:16,2024-07-09 11:25:16,Survey Test,,100,0,True,2024-07-09 11:25:16,R_3xiWFyyGW1A54N0,,,,,,,test,,accusamus,temporibus,accusamus,ullamcorper,Laoreet su,Accums,Sophomore,Trinity,Mechanical Engineering,"Brazilian and Global Portuguese Studies,Russian Culture and Language","East Asian Studies,Jewish Studies",Philadelphia and Mid/Southern New Jersey,"Medical,Fashion and Apparel","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Outdoor Activities/Hiking/Camping,Movies/TV",Academic success and study skills,"Black or African-American,Middle Eastern,White",Multicultural Greek Council (MGC),No,No preference,Yes,2,5,7,8,9,9,1,10,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:16,2024-07-09 11:25:17,Survey Test,,100,1,True,2024-07-09 11:25:17,R_3sJ9mdbAwpx4MEC,,,,,,,test,,scelerisque,convallis,consectetuer,tincidunt,Commodo ul,Ipsum.,Senior,Trinity,"Computational Media,Statistical Science",Statistical Science,"Aerospace Engineering,Human Rights,Science and the Public","New York City/Tri-State area,Pacific Northwest/Seattle,Houston/Dallas/Austin",Healthcare,"Psy.D (Doctor of Psychology),MEM (Master of Engineering Management)","Reading,Fishing/Hunting",Skill development in a specific field,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,Other","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Student Athlete",Yes,No preference,Yes,7,8,6,2,9,8,0,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:17,2024-07-09 11:25:17,Survey Test,,100,0,True,2024-07-09 11:25:17,R_02l665wsxlaRFBQ,,,,,,,test,,elementum,phasellus,fringilla,scelerisque,Velit scel,A male,Junior,Pratt,"Mechanical Engineering,Romance Studies",English,"Digital Intelligence,East Asian Studies","Raliegh/Durham/Chapel Hill,Boston MA,India","Arts / Creative Industries,Pharmaceutical","None / Not listed,MD (Doctor of Medicine),MS (Master of Science),MEM (Master of Environmental Management),MEng (Master of Engineering)","Watching Sports,Performing Arts,Time with Friends","Networking and professional connections,Academic success and study skills,Personal growth and self-improvement","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Native American or American Indian,White,Other,Prefer not to answer",,Yes,No preference,No,6,7,9,0,2,9,5,0,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:17,2024-07-09 11:25:17,Survey Test,,100,0,True,2024-07-09 11:25:17,R_8AMheyGX0VGuDUG,,,,,,,test,,scelerisque,imperdiet,elementum,vulputate,Commodo nu,Sollic,Senior,Pratt,"Biology,Environmental Engineering",Computational Media,"Architectural Engineering,Energy and the Environment,Latin American Studies","Atlanta GA,Houston/Dallas/Austin,Miami/Central Florida/Tampa Bay",Agricultural and Food Science,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MM (Master in Management),MEng (Master of Engineering)","Fashion,Pets,Performing Arts",Skill development in a specific field,"Hispanic or Latinx,Middle Eastern,White,Other,Prefer not to answer","Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",No,Yes,Yes,9,7,3,7,6,3,5,10,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:17,2024-07-09 11:25:18,Survey Test,,100,1,True,2024-07-09 11:25:18,R_1H4e7eagYZFNJKC,,,,,,,test,,porttitor,facilisis,ultricies,curabitur,Rhoncus ac,Potent,Senior,Trinity,Cultural Anthropology,"Computer Science,Medieval and Renaissance Studies","Digital Intelligence,Innovation and Entrepreneurship,Jewish Studies","Denver CO,Baltimore MD",Technology / Software / IT,"None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MHA (Master of Healthcare Administration)","Fashion,Visual Arts/Crafts","Academic success and study skills,Personal growth and self-improvement","Middle Eastern,Native American or American Indian,White",Selective Living Groups (SLG),No,Yes,No,4,7,1,3,2,4,3,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:18,2024-07-09 11:25:18,Survey Test,,100,0,True,2024-07-09 11:25:18,R_0iYXKAnsjatkNsG,,,,,,,test,,suspendisse,suspendisse,elementum,fermentum,"Tincidunt ",Tincid,Junior,Trinity,"Linguistics,Political Science,Russian","English,Mathematics","Architectural Engineering,Documentary Studies","Raliegh/Durham/Chapel Hill,Boston MA,Baltimore MD","Real estate,Dentistry","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),Psy.D (Doctor of Psychology),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Athletics/Playing Sports,Visual Arts/Crafts","Career exploration and decision-making,Networking and professional connections,Personal growth and self-improvement",Native American or American Indian,Dance Team,Yes,Yes,Yes,6,4,10,9,4,0,9,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:25:18,2024-07-09 11:25:18,Survey Test,,100,0,True,2024-07-09 11:25:18,R_9WWgy1dOBEodECW,,,,,,,test,,tincidunt,elementum,venenatis,curabitur,Tellus pur,Ultric,Senior,Pratt,Philosophy,"Classical Archaeology,Religious Studies","Decision Sciences,Islamic Studies,Materials Science and Engineering","Houston/Dallas/Austin,Miami/Central Florida/Tampa Bay,India","Agricultural and Food Science,Architecture and Design,Military","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Gardening,Reading,Fishing/Hunting","Career exploration and decision-making,Academic success and study skills,Personal growth and self-improvement","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Other,Prefer not to answer","Greek Life (IFC/Panhel),Student Athlete,Selective Living Groups (SLG)",No,Yes,No,5,8,3,5,8,7,2,3,testemail@qemailserver.com,,,,,,
